ano,mes,data,regiao,uf,fonte_energia,producao_mwh,consumo_mwh,capacidade_instalada,emissao_co2,custo_medio_mwh,percentual_renovavel,nivel_demanda
2015,10,2015-10-01,Sudeste,RJ,Eólica,34412.66,30478.13,48177.72,1376.51,335.58,95,Médio
2015,10,2015-10-01,Sudeste,RJ,Solar,14425.31,14154.43,20195.43,577.01,317.04,95,Médio
2015,10,2015-10-01,Sudeste,RJ,Termelétrica,37707.04,31392.47,52789.85,24509.57,299.1,10,Baixo
2015,10,2015-10-01,Sudeste,RJ,Biomassa,23931.78,23288.67,33504.49,957.27,368.93,95,Médio
2015,10,2015-10-01,Sudeste,RJ,Nuclear,100.0,101.35,140.0,4.0,414.29,95,Alto
2015,10,2015-10-01,Sudeste,MG,Hidrelétrica,78032.61,87308.28,109245.66,3121.3,248.77,95,Alto
2015,10,2015-10-01,Sudeste,MG,Eólica,40684.29,36518.94,56958.01,1627.37,416.96,95,Médio
2015,10,2015-10-01,Sudeste,MG,Solar,38954.1,41047.64,54535.74,1558.16,352.78,95,Alto
2015,10,2015-10-01,Sudeste,MG,Termelétrica,32602.07,31262.18,45642.89,21191.34,209.99,10,Médio
2015,10,2015-10-01,Sudeste,MG,Biomassa,9059.22,10113.97,12682.91,362.37,337.79,95,Alto
2015,10,2015-10-01,Sudeste,MG,Nuclear,8755.01,7400.11,12257.02,350.2,438.53,95,Baixo
2015,10,2015-10-01,Sudeste,ES,Hidrelétrica,73508.2,67733.49,102911.48,2940.33,289.1,95,Médio
2015,10,2015-10-01,Sudeste,ES,Eólica,25513.89,24252.32,35719.44,1020.56,190.14,95,Médio
2015,10,2015-10-01,Sudeste,ES,Solar,29526.65,27030.55,41337.31,1181.07,250.11,95,Médio
2015,10,2015-10-01,Sudeste,ES,Termelétrica,34149.53,36240.84,47809.34,22197.2,339.51,10,Alto
2015,10,2015-10-01,Sudeste,ES,Biomassa,6787.98,7146.9,9503.17,271.52,343.14,95,Alto
2015,10,2015-10-01,Sudeste,ES,Nuclear,20613.38,19579.59,28858.74,824.54,191.97,95,Médio
2015,10,2015-10-01,Sul,PR,Hidrelétrica,55862.7,59500.52,78207.79,2234.51,326.44,95,Alto
2015,10,2015-10-01,Sul,PR,Eólica,41526.51,41984.72,58137.12,1661.06,334.97,95,Alto
2015,10,2015-10-01,Sul,PR,Solar,32317.71,30143.49,45244.79,1292.71,435.05,95,Médio
2015,10,2015-10-01,Sul,PR,Termelétrica,39206.29,40306.29,54888.8,25484.09,232.44,10,Alto
2015,10,2015-10-01,Sul,PR,Biomassa,21009.07,16988.81,29412.69,840.36,281.49,95,Baixo
2015,10,2015-10-01,Sul,PR,Nuclear,100.0,96.4,140.0,4.0,424.81,95,Médio
2015,10,2015-10-01,Sul,SC,Hidrelétrica,82640.49,75353.76,115696.68,3305.62,201.32,95,Médio
2015,10,2015-10-01,Sul,SC,Eólica,40928.14,46899.16,57299.4,1637.13,252.13,95,Crítico
2015,10,2015-10-01,Sul,SC,Solar,35420.46,26806.57,49588.64,1416.82,400.6,95,Baixo
2015,10,2015-10-01,Sul,SC,Termelétrica,30099.95,23041.2,42139.93,19564.97,290.91,10,Baixo
2015,10,2015-10-01,Sul,SC,Biomassa,20185.81,15788.78,28260.13,807.43,398.63,95,Baixo
2015,10,2015-10-01,Sul,SC,Nuclear,7206.32,6250.19,10088.85,288.25,204.13,95,Médio
2015,10,2015-10-01,Sul,RS,Hidrelétrica,79343.59,90371.54,111081.02,3173.74,247.13,95,Crítico
2015,10,2015-10-01,Sul,RS,Eólica,28277.11,30862.56,39587.96,1131.08,280.94,95,Alto
2015,10,2015-10-01,Sul,RS,Solar,26157.42,25051.74,36620.39,1046.3,211.76,95,Médio
2015,10,2015-10-01,Sul,RS,Termelétrica,27923.68,25928.2,39093.16,18150.39,423.66,10,Médio
2015,10,2015-10-01,Sul,RS,Biomassa,25404.77,27079.37,35566.67,1016.19,392.67,95,Alto
2015,10,2015-10-01,Sul,RS,Nuclear,100.0,103.67,140.0,4.0,421.43,95,Alto
2015,11,2015-11-01,Norte,AM,Hidrelétrica,71887.83,64561.36,100642.96,2875.51,438.63,95,Médio
2015,11,2015-11-01,Norte,AM,Eólica,40832.31,30787.73,57165.24,1633.29,449.13,95,Baixo
2015,11,2015-11-01,Norte,AM,Solar,24398.9,23008.9,34158.45,975.96,212.15,95,Médio
2015,11,2015-11-01,Norte,AM,Termelétrica,36697.99,30746.97,51377.19,23853.69,249.08,10,Baixo
2015,11,2015-11-01,Norte,AM,Biomassa,19152.68,16104.52,26813.75,766.11,336.07,95,Baixo
2015,11,2015-11-01,Norte,AM,Nuclear,100.0,90.24,140.0,4.0,350.59,95,Médio
2015,11,2015-11-01,Norte,PA,Hidrelétrica,76747.63,87421.65,107446.68,3069.91,218.09,95,Crítico
2015,11,2015-11-01,Norte,PA,Eólica,28260.89,24350.31,39565.25,1130.44,319.17,95,Médio
2015,11,2015-11-01,Norte,PA,Solar,12399.54,13637.81,17359.36,495.98,425.04,95,Alto
2015,11,2015-11-01,Norte,PA,Termelétrica,38546.03,32238.31,53964.44,25054.92,361.63,10,Baixo
2015,11,2015-11-01,Norte,PA,Biomassa,25842.26,24433.7,36179.17,1033.69,415.88,95,Médio
2015,11,2015-11-01,Norte,PA,Nuclear,10138.57,9996.93,14194.0,405.54,219.15,95,Médio
2015,11,2015-11-01,Norte,RO,Hidrelétrica,63341.04,65966.37,88677.45,2533.64,186.86,95,Alto
2015,11,2015-11-01,Norte,RO,Eólica,29602.12,33197.14,41442.97,1184.08,339.24,95,Crítico
2015,11,2015-11-01,Norte,RO,Solar,38147.45,35510.43,53406.42,1525.9,278.74,95,Médio
2015,11,2015-11-01,Norte,RO,Termelétrica,42602.5,38169.16,59643.49,27691.62,216.79,10,Médio
2015,11,2015-11-01,Norte,RO,Biomassa,20896.23,17030.72,29254.72,835.85,306.03,95,Baixo
2015,11,2015-11-01,Norte,RO,Nuclear,100.0,86.89,140.0,4.0,357.58,95,Médio
2015,11,2015-11-01,Norte,TO,Hidrelétrica,79026.28,73662.44,110636.8,3161.05,331.68,95,Médio
2015,11,2015-11-01,Norte,TO,Eólica,18934.47,15186.54,26508.26,757.38,239.5,95,Baixo
2015,11,2015-11-01,Norte,TO,Solar,37313.0,40035.55,52238.2,1492.52,245.67,95,Alto
2015,11,2015-11-01,Norte,TO,Termelétrica,27901.32,30208.32,39061.85,18135.86,420.2,10,Alto
2015,11,2015-11-01,Norte,TO,Biomassa,24780.58,20159.59,34692.81,991.22,190.35,95,Baixo
2015,11,2015-11-01,Norte,TO,Nuclear,12878.87,11483.52,18030.42,515.15,240.46,95,Médio
2015,11,2015-11-01,Nordeste,BA,Hidrelétrica,59748.84,58167.41,83648.38,2389.95,249.44,95,Médio
2015,11,2015-11-01,Nordeste,BA,Eólica,43724.26,32931.69,61213.96,1748.97,266.48,95,Baixo
2015,11,2015-11-01,Nordeste,BA,Solar,29145.58,21896.05,40803.81,1165.82,357.98,95,Baixo
2015,11,2015-11-01,Nordeste,BA,Termelétrica,47391.64,49927.64,66348.3,30804.57,332.99,10,Alto
2015,11,2015-11-01,Nordeste,BA,Biomassa,23463.14,19231.3,32848.39,938.53,251.8,95,Baixo
2015,11,2015-11-01,Nordeste,BA,Nuclear,21186.98,16656.61,29661.78,847.48,376.08,95,Baixo
2015,11,2015-11-01,Nordeste,PE,Hidrelétrica,87929.08,79031.21,123100.72,3517.16,336.58,95,Médio
2015,11,2015-11-01,Nordeste,PE,Eólica,26556.33,23532.22,37178.86,1062.25,174.42,95,Médio
2015,11,2015-11-01,Nordeste,PE,Solar,35112.49,38332.63,49157.48,1404.5,393.63,95,Alto
2015,11,2015-11-01,Nordeste,PE,Termelétrica,41782.12,43754.84,58494.96,27158.38,329.65,10,Alto
2015,11,2015-11-01,Nordeste,PE,Biomassa,12508.97,14090.28,17512.55,500.36,201.85,95,Crítico
2015,11,2015-11-01,Nordeste,PE,Nuclear,100.0,94.97,140.0,4.0,290.81,95,Médio
2015,11,2015-11-01,Nordeste,CE,Hidrelétrica,75808.47,79410.47,106131.86,3032.34,217.84,95,Alto
2015,11,2015-11-01,Nordeste,CE,Eólica,21729.63,18444.97,30421.48,869.19,209.83,95,Baixo
2015,11,2015-11-01,Nordeste,CE,Solar,42397.2,32026.42,59356.08,1695.89,247.3,95,Baixo
2015,11,2015-11-01,Nordeste,CE,Termelétrica,42731.06,34846.71,59823.49,27775.19,235.68,10,Baixo
2015,11,2015-11-01,Nordeste,CE,Biomassa,16881.95,19229.18,23634.73,675.28,371.52,95,Crítico
2015,11,2015-11-01,Nordeste,CE,Nuclear,100.0,76.08,140.0,4.0,399.94,95,Baixo
2015,11,2015-11-01,Nordeste,MA,Hidrelétrica,76746.21,60503.29,107444.69,3069.85,429.49,95,Baixo
2015,11,2015-11-01,Nordeste,MA,Eólica,31952.68,24484.23,44733.76,1278.11,238.94,95,Baixo
2015,11,2015-11-01,Nordeste,MA,Solar,40920.55,34473.22,57288.77,1636.82,363.29,95,Baixo
2015,11,2015-11-01,Nordeste,MA,Termelétrica,25156.4,28893.37,35218.97,16351.66,235.56,10,Crítico
2015,11,2015-11-01,Nordeste,MA,Biomassa,40487.73,32633.1,56682.82,1619.51,282.36,95,Baixo
2015,11,2015-11-01,Nordeste,MA,Nuclear,1992.98,1602.81,2790.17,79.72,364.86,95,Baixo
2015,11,2015-11-01,Nordeste,PB,Hidrelétrica,79268.75,72059.92,110976.25,3170.75,232.51,95,Médio
2015,11,2015-11-01,Nordeste,PB,Eólica,29074.65,24211.78,40704.52,1162.99,165.08,95,Baixo
2015,11,2015-11-01,Nordeste,PB,Solar,20658.95,16797.67,28922.53,826.36,199.79,95,Baixo
2015,11,2015-11-01,Nordeste,PB,Termelétrica,34450.34,39359.16,48230.48,22392.72,326.06,10,Crítico
2015,11,2015-11-01,Nordeste,PB,Biomassa,14624.07,13575.87,20473.7,584.96,235.09,95,Médio
2015,11,2015-11-01,Nordeste,PB,Nuclear,100.0,81.21,140.0,4.0,350.77,95,Baixo
2015,11,2015-11-01,Centro-Oeste,DF,Hidrelétrica,82309.52,90026.86,115233.32,3292.38,266.16,95,Alto
2015,11,2015-11-01,Centro-Oeste,DF,Eólica,39074.54,31400.68,54704.36,1562.98,300.61,95,Baixo
2015,11,2015-11-01,Centro-Oeste,DF,Solar,27623.55,26625.94,38672.98,1104.94,307.27,95,Médio
2015,11,2015-11-01,Centro-Oeste,DF,Termelétrica,37143.8,31360.26,52001.32,24143.47,347.14,10,Baixo
2015,11,2015-11-01,Centro-Oeste,DF,Biomassa,11478.44,12132.32,16069.82,459.14,335.97,95,Alto
2015,11,2015-11-01,Centro-Oeste,DF,Nuclear,9078.05,8172.0,12709.27,363.12,314.13,95,Médio
2015,11,2015-11-01,Centro-Oeste,GO,Hidrelétrica,68440.05,62343.4,95816.08,2737.6,324.14,95,Médio
2015,11,2015-11-01,Centro-Oeste,GO,Eólica,43609.98,46787.12,61053.97,1744.4,203.48,95,Alto
2015,11,2015-11-01,Centro-Oeste,GO,Solar,34996.82,39918.51,48995.54,1399.87,440.62,95,Crítico
2015,11,2015-11-01,Centro-Oeste,GO,Termelétrica,38177.27,40601.14,53448.17,24815.22,299.29,10,Alto
2015,11,2015-11-01,Centro-Oeste,GO,Biomassa,31536.06,25686.09,44150.49,1261.44,207.45,95,Baixo
2015,11,2015-11-01,Centro-Oeste,GO,Nuclear,100.0,87.61,140.0,4.0,194.04,95,Médio
2015,11,2015-11-01,Centro-Oeste,MT,Hidrelétrica,71148.56,62373.95,99607.98,2845.94,196.59,95,Médio
2015,11,2015-11-01,Centro-Oeste,MT,Eólica,36251.71,32373.84,50752.4,1450.07,395.06,95,Médio
2015,11,2015-11-01,Centro-Oeste,MT,Solar,12934.87,11512.85,18108.82,517.39,367.56,95,Médio
2015,11,2015-11-01,Centro-Oeste,MT,Termelétrica,44497.45,42017.09,62296.43,28923.34,249.84,10,Médio
2015,11,2015-11-01,Centro-Oeste,MT,Biomassa,19332.95,21083.92,27066.12,773.32,180.15,95,Alto
2015,11,2015-11-01,Centro-Oeste,MT,Nuclear,100.0,82.5,140.0,4.0,411.91,95,Baixo
2015,11,2015-11-01,Centro-Oeste,MS,Hidrelétrica,71223.42,55755.5,99712.79,2848.94,337.88,95,Baixo
2015,11,2015-11-01,Centro-Oeste,MS,Eólica,26423.99,20079.46,36993.58,1056.96,427.9,95,Baixo
2015,11,2015-11-01,Centro-Oeste,MS,Solar,53793.58,46989.67,75311.01,2151.74,277.24,95,Médio
2015,11,2015-11-01,Centro-Oeste,MS,Termelétrica,33862.07,30827.19,47406.9,22010.35,230.08,10,Médio
2015,11,2015-11-01,Centro-Oeste,MS,Biomassa,30372.84,34231.63,42521.98,1214.91,183.29,95,Crítico
2015,11,2015-11-01,Centro-Oeste,MS,Nuclear,16419.27,16008.21,22986.98,656.77,338.81,95,Médio
2015,11,2015-11-01,Sudeste,SP,Hidrelétrica,80229.16,70486.02,112320.82,3209.17,397.63,95,Médio
2015,11,2015-11-01,Sudeste,SP,Eólica,25419.19,25063.07,35586.87,1016.77,301.47,95,Médio
2015,11,2015-11-01,Sudeste,SP,Solar,26240.25,21163.92,36736.35,1049.61,198.52,95,Baixo
2015,11,2015-11-01,Sudeste,SP,Termelétrica,37003.95,31385.73,51805.53,24052.57,207.63,10,Baixo
2015,11,2015-11-01,Sudeste,SP,Biomassa,26835.25,26052.47,37569.35,1073.41,440.18,95,Médio
2015,11,2015-11-01,Sudeste,SP,Nuclear,1218.9,1243.02,1706.46,48.76,252.69,95,Alto
2015,11,2015-11-01,Sudeste,RJ,Hidrelétrica,74658.0,65608.84,104521.2,2986.32,253.79,95,Médio
2015,11,2015-11-01,Sudeste,RJ,Eólica,30994.29,30686.11,43392.01,1239.77,305.89,95,Médio
2015,11,2015-11-01,Sudeste,RJ,Solar,21771.98,23613.92,30480.77,870.88,417.55,95,Alto
2015,11,2015-11-01,Sudeste,RJ,Termelétrica,38239.16,35027.49,53534.82,24855.45,371.31,10,Médio
2015,11,2015-11-01,Sudeste,RJ,Biomassa,175.09,201.09,245.12,7.0,258.33,95,Crítico
2015,11,2015-11-01,Sudeste,RJ,Nuclear,10495.25,9207.13,14693.35,419.81,294.63,95,Médio
2015,11,2015-11-01,Sudeste,MG,Hidrelétrica,74367.05,57090.49,104113.87,2974.68,259.47,95,Baixo
2015,11,2015-11-01,Sudeste,MG,Eólica,39304.67,30784.71,55026.54,1572.19,195.39,95,Baixo
2015,11,2015-11-01,Sudeste,MG,Solar,13292.95,10844.83,18610.14,531.72,419.18,95,Baixo
2015,11,2015-11-01,Sudeste,MG,Termelétrica,32265.05,24713.18,45171.06,20972.28,164.66,10,Baixo
2015,11,2015-11-01,Sudeste,MG,Biomassa,25792.58,28358.63,36109.61,1031.7,236.82,95,Alto
2015,11,2015-11-01,Sudeste,MG,Nuclear,100.0,102.26,140.0,4.0,291.29,95,Alto
2015,11,2015-11-01,Sudeste,ES,Hidrelétrica,62211.63,57048.55,87096.28,2488.47,256.92,95,Médio
2015,11,2015-11-01,Sudeste,ES,Eólica,47852.63,40186.82,66993.68,1914.11,326.58,95,Baixo
2015,11,2015-11-01,Sudeste,ES,Solar,7997.43,6586.15,11196.4,319.9,287.08,95,Baixo
2015,11,2015-11-01,Sudeste,ES,Termelétrica,26689.87,20796.75,37365.81,17348.41,281.98,10,Baixo
2015,11,2015-11-01,Sudeste,ES,Biomassa,26598.96,22271.08,37238.54,1063.96,373.81,95,Baixo
2015,11,2015-11-01,Sudeste,ES,Nuclear,2047.56,2121.68,2866.58,81.9,440.13,95,Alto
2015,11,2015-11-01,Sul,PR,Hidrelétrica,75246.27,61197.8,105344.77,3009.85,398.92,95,Baixo
2015,11,2015-11-01,Sul,PR,Eólica,32786.41,28415.42,45900.98,1311.46,292.69,95,Médio
2015,11,2015-11-01,Sul,PR,Solar,29165.39,28567.89,40831.54,1166.62,221.01,95,Médio
2015,11,2015-11-01,Sul,PR,Termelétrica,23128.6,22305.94,32380.04,15033.59,172.71,10,Médio
2015,11,2015-11-01,Sul,PR,Biomassa,19171.66,19072.18,26840.33,766.87,200.72,95,Médio
2015,11,2015-11-01,Sul,PR,Nuclear,100.0,87.63,140.0,4.0,316.41,95,Médio
2015,11,2015-11-01,Sul,SC,Hidrelétrica,94145.02,78926.09,131803.03,3765.8,203.73,95,Baixo
2015,11,2015-11-01,Sul,SC,Eólica,13191.64,11446.84,18468.3,527.67,429.12,95,Médio
2015,11,2015-11-01,Sul,SC,Solar,28211.27,23876.8,39495.77,1128.45,411.4,95,Baixo
2015,11,2015-11-01,Sul,SC,Termelétrica,26815.99,30244.1,37542.38,17430.39,371.84,10,Crítico
2015,11,2015-11-01,Sul,SC,Biomassa,30852.24,32692.14,43193.13,1234.09,334.76,95,Alto
2015,11,2015-11-01,Sul,SC,Nuclear,14422.28,15927.71,20191.19,576.89,402.97,95,Alto
2015,11,2015-11-01,Sul,RS,Hidrelétrica,83355.11,77893.22,116697.16,3334.2,189.54,95,Médio
2015,11,2015-11-01,Sul,RS,Eólica,35174.91,36756.43,49244.88,1407.0,228.98,95,Alto
2015,11,2015-11-01,Sul,RS,Solar,30662.03,32243.11,42926.84,1226.48,408.44,95,Alto
2015,11,2015-11-01,Sul,RS,Termelétrica,30757.82,23747.83,43060.95,19992.58,374.06,10,Baixo
2015,11,2015-11-01,Sul,RS,Biomassa,10346.92,10907.69,14485.69,413.88,238.45,95,Alto
2015,11,2015-11-01,Sul,RS,Nuclear,1089.14,968.95,1524.79,43.57,154.53,95,Médio
2015,12,2015-12-01,Norte,AM,Hidrelétrica,73825.99,72152.78,103356.39,2953.04,293.29,95,Médio
2015,12,2015-12-01,Norte,AM,Eólica,16338.53,14569.52,22873.94,653.54,256.2,95,Médio
2015,12,2015-12-01,Norte,AM,Solar,16095.99,14452.77,22534.38,643.84,369.82,95,Médio
2015,12,2015-12-01,Norte,AM,Termelétrica,45442.98,36838.92,63620.17,29537.94,383.74,10,Baixo
2015,12,2015-12-01,Norte,AM,Biomassa,19119.77,18344.61,26767.68,764.79,335.95,95,Médio
2015,12,2015-12-01,Norte,AM,Nuclear,100.0,75.85,140.0,4.0,447.83,95,Baixo
2015,12,2015-12-01,Norte,PA,Hidrelétrica,73323.6,74690.62,102653.04,2932.94,209.25,95,Alto
2015,12,2015-12-01,Norte,PA,Eólica,32315.42,24238.85,45241.59,1292.62,228.68,95,Baixo
2015,12,2015-12-01,Norte,PA,Solar,26175.39,23930.95,36645.55,1047.02,419.92,95,Médio
2015,12,2015-12-01,Norte,PA,Termelétrica,43131.8,36298.62,60384.52,28035.67,281.78,10,Baixo
2015,12,2015-12-01,Norte,PA,Biomassa,24742.57,19753.79,34639.6,989.7,390.82,95,Baixo
2015,12,2015-12-01,Norte,PA,Nuclear,14625.95,16514.05,20476.33,585.04,176.76,95,Crítico
2015,12,2015-12-01,Norte,RO,Hidrelétrica,71475.07,63557.17,100065.1,2859.0,382.87,95,Médio
2015,12,2015-12-01,Norte,RO,Eólica,29594.05,27999.56,41431.67,1183.76,243.73,95,Médio
2015,12,2015-12-01,Norte,RO,Solar,30620.43,30683.72,42868.6,1224.82,267.39,95,Alto
2015,12,2015-12-01,Norte,RO,Termelétrica,34057.57,35678.4,47680.6,22137.42,333.33,10,Alto
2015,12,2015-12-01,Norte,RO,Biomassa,17853.87,14309.56,24995.42,714.15,183.69,95,Baixo
2015,12,2015-12-01,Norte,RO,Nuclear,4019.46,4403.4,5627.24,160.78,210.5,95,Alto
2015,12,2015-12-01,Norte,TO,Hidrelétrica,76033.38,71345.88,106446.73,3041.34,164.14,95,Médio
2015,12,2015-12-01,Norte,TO,Eólica,17631.01,15611.89,24683.41,705.24,198.78,95,Médio
2015,12,2015-12-01,Norte,TO,Solar,24849.87,25726.56,34789.82,993.99,232.46,95,Alto
2015,12,2015-12-01,Norte,TO,Termelétrica,40096.46,41081.2,56135.04,26062.7,426.64,10,Alto
2015,12,2015-12-01,Norte,TO,Biomassa,20264.45,18075.68,28370.23,810.58,280.43,95,Médio
2015,12,2015-12-01,Norte,TO,Nuclear,13456.65,13481.68,18839.31,538.27,440.53,95,Alto
2015,12,2015-12-01,Nordeste,BA,Hidrelétrica,66636.91,65328.31,93291.68,2665.48,412.21,95,Médio
2015,12,2015-12-01,Nordeste,BA,Eólica,34598.96,30687.61,48438.54,1383.96,186.08,95,Médio
2015,12,2015-12-01,Nordeste,BA,Solar,28800.78,27019.23,40321.1,1152.03,399.41,95,Médio
2015,12,2015-12-01,Nordeste,BA,Termelétrica,37675.35,43111.39,52745.48,24488.98,265.18,10,Crítico
2015,12,2015-12-01,Nordeste,BA,Biomassa,19121.82,18805.01,26770.54,764.87,252.0,95,Médio
2015,12,2015-12-01,Nordeste,BA,Nuclear,2257.54,2152.65,3160.55,90.3,287.81,95,Médio
2015,12,2015-12-01,Nordeste,PE,Hidrelétrica,66719.23,63413.26,93406.92,2668.77,150.1,95,Médio
2015,12,2015-12-01,Nordeste,PE,Eólica,32604.25,27523.56,45645.95,1304.17,398.17,95,Baixo
2015,12,2015-12-01,Nordeste,PE,Solar,35750.53,32127.34,50050.75,1430.02,274.68,95,Médio
2015,12,2015-12-01,Nordeste,PE,Termelétrica,42725.9,38688.69,59816.26,27771.83,415.2,10,Médio
2015,12,2015-12-01,Nordeste,PE,Biomassa,24290.08,20590.56,34006.11,971.6,229.86,95,Baixo
2015,12,2015-12-01,Nordeste,PE,Nuclear,11653.85,11916.99,16315.39,466.15,358.79,95,Alto
2015,12,2015-12-01,Nordeste,CE,Hidrelétrica,82620.65,70244.45,115668.91,3304.83,362.83,95,Médio
2015,12,2015-12-01,Nordeste,CE,Eólica,30919.54,24115.95,43287.35,1236.78,323.02,95,Baixo
2015,12,2015-12-01,Nordeste,CE,Solar,11450.92,11058.66,16031.29,458.04,412.94,95,Médio
2015,12,2015-12-01,Nordeste,CE,Termelétrica,34312.59,32989.25,48037.63,22303.19,383.69,10,Médio
2015,12,2015-12-01,Nordeste,CE,Biomassa,22274.84,25175.6,31184.77,890.99,155.11,95,Crítico
2015,12,2015-12-01,Nordeste,CE,Nuclear,10386.22,8573.39,14540.71,415.45,439.66,95,Baixo
2015,12,2015-12-01,Nordeste,MA,Hidrelétrica,75494.48,86347.72,105692.28,3019.78,270.93,95,Crítico
2015,12,2015-12-01,Nordeste,MA,Eólica,32369.56,27053.46,45317.39,1294.78,432.55,95,Baixo
2015,12,2015-12-01,Nordeste,MA,Solar,27741.04,27373.16,38837.45,1109.64,232.46,95,Médio
2015,12,2015-12-01,Nordeste,MA,Termelétrica,37535.24,30305.84,52549.33,24397.9,430.33,10,Baixo
2015,12,2015-12-01,Nordeste,MA,Biomassa,31831.25,30202.29,44563.76,1273.25,391.98,95,Médio
2015,12,2015-12-01,Nordeste,MA,Nuclear,16553.27,13559.59,23174.58,662.13,302.28,95,Baixo
2015,12,2015-12-01,Nordeste,PB,Hidrelétrica,72619.25,72855.38,101666.95,2904.77,289.23,95,Alto
2015,12,2015-12-01,Nordeste,PB,Eólica,10696.13,9051.89,14974.58,427.85,157.4,95,Baixo
2015,12,2015-12-01,Nordeste,PB,Solar,34419.93,32923.81,48187.9,1376.8,370.78,95,Médio
2015,12,2015-12-01,Nordeste,PB,Termelétrica,34179.34,30658.21,47851.08,22216.57,361.21,10,Médio
2015,12,2015-12-01,Nordeste,PB,Biomassa,19267.64,16030.87,26974.69,770.71,370.29,95,Baixo
2015,12,2015-12-01,Nordeste,PB,Nuclear,717.14,583.31,1003.99,28.69,391.88,95,Baixo
2015,12,2015-12-01,Centro-Oeste,DF,Hidrelétrica,71318.21,78833.88,99845.5,2852.73,411.78,95,Alto
2015,12,2015-12-01,Centro-Oeste,DF,Eólica,46491.63,52205.44,65088.28,1859.67,159.07,95,Crítico
2015,12,2015-12-01,Centro-Oeste,DF,Solar,16872.18,17789.92,23621.06,674.89,187.04,95,Alto
2015,12,2015-12-01,Centro-Oeste,DF,Termelétrica,37224.48,38208.07,52114.27,24195.91,396.54,10,Alto
2015,12,2015-12-01,Centro-Oeste,DF,Biomassa,10536.73,8500.54,14751.42,421.47,311.6,95,Baixo
2015,12,2015-12-01,Centro-Oeste,DF,Nuclear,14697.06,13087.8,20575.89,587.88,281.22,95,Médio
2015,12,2015-12-01,Centro-Oeste,GO,Hidrelétrica,76039.36,63977.43,106455.1,3041.57,431.42,95,Baixo
2015,12,2015-12-01,Centro-Oeste,GO,Eólica,31580.64,27319.47,44212.89,1263.23,302.66,95,Médio
2015,12,2015-12-01,Centro-Oeste,GO,Solar,30179.1,25106.72,42250.75,1207.16,186.09,95,Baixo
2015,12,2015-12-01,Centro-Oeste,GO,Termelétrica,39486.0,39072.38,55280.4,25665.9,221.9,10,Médio
2015,12,2015-12-01,Centro-Oeste,GO,Biomassa,33757.79,31283.42,47260.91,1350.31,195.29,95,Médio
2015,12,2015-12-01,Centro-Oeste,GO,Nuclear,17236.81,16854.75,24131.54,689.47,272.89,95,Médio
2015,12,2015-12-01,Centro-Oeste,MT,Hidrelétrica,78366.49,84693.34,109713.08,3134.66,334.45,95,Alto
2015,12,2015-12-01,Centro-Oeste,MT,Eólica,38870.93,41421.49,54419.31,1554.84,167.94,95,Alto
2015,12,2015-12-01,Centro-Oeste,MT,Solar,33258.25,31114.36,46561.55,1330.33,256.03,95,Médio
2015,12,2015-12-01,Centro-Oeste,MT,Termelétrica,28107.41,29258.71,39350.38,18269.82,243.86,10,Alto
2015,12,2015-12-01,Centro-Oeste,MT,Biomassa,29275.21,22542.23,40985.3,1171.01,375.24,95,Baixo
2015,12,2015-12-01,Centro-Oeste,MT,Nuclear,100.0,75.69,140.0,4.0,390.1,95,Baixo
2015,12,2015-12-01,Centro-Oeste,MS,Hidrelétrica,64852.65,55194.04,90793.71,2594.11,430.6,95,Médio
2015,12,2015-12-01,Centro-Oeste,MS,Eólica,17499.99,15989.89,24499.99,700.0,310.44,95,Médio
2015,12,2015-12-01,Centro-Oeste,MS,Solar,28382.08,26287.24,39734.91,1135.28,332.84,95,Médio
2015,12,2015-12-01,Centro-Oeste,MS,Termelétrica,32331.25,26359.58,45263.75,21015.31,254.0,10,Baixo
2015,12,2015-12-01,Centro-Oeste,MS,Biomassa,35131.48,36581.21,49184.07,1405.26,223.56,95,Alto
2015,12,2015-12-01,Centro-Oeste,MS,Nuclear,4895.07,4120.11,6853.09,195.8,403.49,95,Baixo
2015,12,2015-12-01,Sudeste,SP,Hidrelétrica,76596.55,83930.51,107235.18,3063.86,360.31,95,Alto
2015,12,2015-12-01,Sudeste,SP,Eólica,31953.31,24287.59,44734.63,1278.13,186.31,95,Baixo
2015,12,2015-12-01,Sudeste,SP,Solar,17321.23,19730.6,24249.72,692.85,168.25,95,Crítico
2015,12,2015-12-01,Sudeste,SP,Termelétrica,41317.76,34332.49,57844.87,26856.55,277.25,10,Baixo
2015,12,2015-12-01,Sudeste,SP,Biomassa,23451.34,23435.84,32831.87,938.05,308.52,95,Médio
2015,12,2015-12-01,Sudeste,SP,Nuclear,12665.14,13013.25,17731.19,506.61,366.99,95,Alto
2015,12,2015-12-01,Sudeste,RJ,Hidrelétrica,66363.88,65914.36,92909.43,2654.56,369.46,95,Médio
2015,12,2015-12-01,Sudeste,RJ,Eólica,18315.08,18815.17,25641.11,732.6,254.59,95,Alto
2015,12,2015-12-01,Sudeste,RJ,Solar,19531.83,15534.56,27344.56,781.27,177.56,95,Baixo
2015,12,2015-12-01,Sudeste,RJ,Termelétrica,35479.43,40463.79,49671.2,23061.63,173.92,10,Crítico
2015,12,2015-12-01,Sudeste,RJ,Biomassa,19172.6,19449.03,26841.64,766.9,376.68,95,Alto
